price,bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,zipcode,state
603204,20,10,7723,29682,1983,22002,Virginia
137051,8,2,6027,9775,1967,22001,Virginia
848480,14,5,18155,38709,2011,22003,Virginia
1865292,8,2,6983,8397,1957,22003,Virginia
645181,12,7,11343,29391,1976,22001,Virginia
534213,6,3,1991,5741,1972,22001,Virginia
1266031,16,8,12165,26409,1965,22004,Virginia
908911,11,6,17649,24307,2007,22002,Virginia
1688033,18,10,18111,42448,1980,22005,Virginia
1295474,11,5,7862,10400,2013,22002,Virginia
452691,16,5,7928,21575,1981,22001,Virginia
1093350,17,9,9212,19211,1981,22004,Virginia
393722,9,5,3419,8760,1960,22000,Virginia
409374,13,5,9904,27316,2013,22001,Virginia
1517257,15,8,7106,14473,2016,22002,Virginia
748001,3,1,596,1600,2009,22001,Virginia
1428344,14,7,11998,16986,2009,22000,Virginia
1609687,12,4,13155,18267,2012,22002,Virginia
283453,7,3,5224,13080,1950,22001,Virginia
1921457,3,1,966,1776,1980,22002,Virginia
741681,20,10,14543,43895,2000,22002,Virginia
1989819,10,5,6904,8780,1967,22000,Virginia
1928505,11,6,18836,53246,1950,22005,Virginia
591832,6,2,2279,5923,1999,22002,Virginia
1515286,8,3,4530,17604,1971,22000,Virginia
1800939,20,8,19408,22312,2015,22005,Virginia
1778266,4,2,2169,6577,1956,22000,Virginia
157546,12,7,17344,58337,2012,22003,Virginia
1281286,7,2,3194,12101,1990,22004,Virginia
741757,1,1,531,1706,1952,22005,Virginia
381740,6,1,2593,6085,2016,22005,Virginia
537038,3,1,991,2538,1989,22002,Virginia
335393,14,7,10301,16120,2017,22003,Virginia
840589,15,6,16439,65040,1955,22005,Virginia
302370,12,4,16919,52793,1996,22005,Virginia
1615343,16,6,19744,32837,1965,22005,Virginia
1612791,4,4,2406,4305,1981,22005,Virginia
1060826,15,7,12589,16642,1961,22000,Virginia
201169,17,9,14912,44902,1980,22004,Virginia
413590,17,8,7152,27920,1975,22002,Virginia
187392,4,1,1528,3643,1989,22005,Virginia
524761,7,4,5564,17827,2010,22005,Virginia
1255361,5,2,1573,3709,1970,22002,Virginia
1234175,5,1,2931,9382,1966,22005,Virginia
898541,14,8,9275,21748,1968,22002,Virginia
1463495,18,9,8946,23364,1965,22000,Virginia
710208,13,8,11558,25211,2013,22005,Virginia
460340,16,8,17721,52393,1956,22001,Virginia
1740575,1,1,1332,5113,1965,22000,Virginia
794251,1,1,944,2337,2013,22003,Virginia
1185509,9,3,4661,18245,1971,22003,Virginia
823243,14,7,18141,24847,1999,22003,Virginia
1595030,20,9,16162,39611,1954,22005,Virginia
327822,15,6,13105,46405,1985,22002,Virginia
1022424,9,3,4381,13392,2022,22001,Virginia
1499532,11,5,9976,36108,1967,22004,Virginia
557143,11,6,18581,28320,2014,22000,Virginia
1955563,11,6,14429,35690,2014,22002,Virginia
1253865,2,1,681,1842,1997,22005,Virginia
103587,15,6,12325,32309,1955,22005,Virginia
1583765,15,6,8590,17527,1998,22000,Virginia
1777816,13,7,18399,71901,1950,22001,Virginia
332496,6,2,1857,4342,1971,22003,Virginia
1928924,7,2,6990,12852,2016,22001,Virginia
1042379,11,5,17412,23057,1965,22001,Virginia
1234570,6,3,2048,6849,1973,22000,Virginia
653630,14,6,16672,65478,2003,22002,Virginia
1493822,20,9,15060,22208,1965,22005,Virginia
1576214,5,3,1569,3516,1968,22001,Virginia
288570,1,2,685,1353,1963,22001,Virginia
997748,20,10,12988,43272,1962,22000,Virginia
1452395,4,1,1737,5734,1973,22002,Virginia
537785,15,8,19422,30701,1994,22000,Virginia
473830,8,5,5568,8411,1963,22004,Virginia
1157452,18,8,18017,34072,2007,22004,Virginia
135959,18,9,9194,32397,1977,22003,Virginia
132714,12,5,9006,20045,1980,22003,Virginia
1976991,5,3,1989,4733,2015,22000,Virginia
1868391,14,6,13102,34310,1981,22005,Virginia
1672508,17,9,16727,57030,1950,22000,Virginia
1689526,3,1,1309,4010,1987,22004,Virginia
876766,18,7,17233,29983,1965,22005,Virginia
1702435,18,9,17352,57706,1971,22003,Virginia
1555028,9,4,6772,19063,2004,22001,Virginia
909704,17,8,8041,20411,1971,22003,Virginia
1637068,13,5,15528,17999,2007,22000,Virginia
851928,3,1,628,1412,1967,22000,Virginia
797736,10,5,4651,7800,1964,22000,Virginia
722959,20,10,9509,32033,1956,22003,Virginia
1254681,14,7,9980,22114,1998,22004,Virginia
1774148,8,3,3828,15027,1968,22004,Virginia
1383794,20,9,8756,16198,1996,22001,Virginia
1278755,7,3,6324,7402,1957,22001,Virginia
205621,5,3,2763,7393,1953,22002,Virginia
1365201,16,7,15100,60139,2009,22005,Virginia
315495,20,10,17279,52956,1979,22005,Virginia
131546,20,10,16432,25196,1954,22001,Virginia
405365,5,3,1988,2910,2005,22003,Virginia
1562418,15,8,19668,66065,1951,22001,Virginia
966798,2,1,1188,3954,1981,22003,Virginia
164564,6,3,1999,6004,2021,22002,Virginia
1118589,4,2,2519,5961,2018,22004,Virginia
1608938,8,3,3661,13670,2004,22003,Virginia
117663,6,3,2095,4448,1967,22004,Virginia
789013,18,8,10142,18503,2000,22001,Virginia
1160675,12,5,11561,25179,2022,22005,Virginia
1796587,7,4,6019,12276,1993,22001,Virginia
614280,5,3,2648,9165,1953,22000,Virginia
1127984,19,9,17727,49206,1957,22005,Virginia
1768959,20,9,8647,20755,1975,22005,Virginia
1681663,9,5,5444,15224,1980,22005,Virginia
771630,18,7,10581,26464,2014,22000,Virginia
259230,15,6,18478,33300,2001,22005,Virginia
1471957,13,6,11860,32960,2011,22000,Virginia
190790,11,4,7553,23772,1986,22003,Virginia
381824,8,3,6897,13931,1989,22004,Virginia
302738,3,2,1213,1934,1958,22001,Virginia
1111244,5,3,2306,8114,1999,22004,Virginia
1990980,13,6,10807,24357,1973,22000,Virginia
1453946,2,1,990,2002,1970,22004,Virginia
283645,7,1,5731,12682,1950,22004,Virginia
480938,3,1,916,2782,1990,22000,Virginia
949363,4,1,2755,7366,1983,22005,Virginia
913550,8,1,5678,7525,1979,22005,Virginia
1143875,15,6,18828,26050,2005,22002,Virginia
137248,18,9,11365,27007,1968,22004,Virginia
1338278,3,1,1353,3205,2007,22005,Virginia
886359,12,6,7351,11002,2018,22003,Virginia
401664,2,2,675,1587,1986,22005,Virginia
549615,19,9,12353,23553,1988,22002,Virginia
1758295,5,3,1645,4420,1982,22003,Virginia
732186,13,6,12331,22948,1959,22002,Virginia
808350,10,5,4858,7158,2017,22003,Virginia
1079357,6,2,1750,6663,1982,22001,Virginia
1945410,12,7,17358,22527,1966,22002,Virginia
1117276,1,1,789,2396,2011,22002,Virginia
1967733,6,2,1594,4880,2004,22000,Virginia
1284549,9,4,3172,10169,1993,22004,Virginia
308991,11,4,7808,11857,2008,22000,Virginia
1030331,14,5,14245,24970,1987,22002,Virginia
230954,8,4,6762,7537,1983,22004,Virginia
492312,7,3,5116,8848,1977,22005,Virginia
515370,4,1,2762,5198,1999,22003,Virginia
1073846,12,6,9079,32279,1967,22000,Virginia
1033974,17,6,10881,14730,1969,22003,Virginia
615712,3,2,963,2471,2000,22002,Virginia
1473977,10,4,6891,13469,2010,22002,Virginia
278108,18,10,11029,26422,1998,22005,Virginia
952877,14,5,15830,46923,1955,22002,Virginia
1446905,12,5,8699,17355,2017,22001,Virginia
777727,16,7,17483,27617,1973,22001,Virginia
1125185,13,5,19902,59702,1963,22003,Virginia
363018,5,3,2879,8073,1960,22001,Virginia
1931851,17,7,9415,18833,2010,22004,Virginia
233692,5,4,2230,5170,1999,22000,Virginia
1648302,18,10,16724,40031,1996,22003,Virginia
920502,7,3,4736,10858,1969,22004,Virginia
313283,13,7,11214,27797,2010,22004,Virginia
188323,17,7,7917,11697,1996,22000,Virginia
1121005,7,3,3072,5891,2017,22002,Virginia
649181,3,2,981,3273,1982,22005,Virginia
508719,10,4,5240,14352,2001,22004,Virginia
1445665,18,9,11130,18201,2002,22005,Virginia
1123625,18,10,10657,40769,2007,22005,Virginia
1410440,16,7,15469,26318,2008,22002,Virginia
881165,6,4,1985,6564,1960,22004,Virginia
152758,14,5,9182,9959,1994,22005,Virginia
1396439,7,3,4832,12310,1984,22001,Virginia
1783013,16,8,7657,30053,1967,22005,Virginia
1676672,20,9,19524,33629,2000,22001,Virginia
1271064,1,1,1195,3822,1953,22002,Virginia
1488575,4,1,2469,9336,1963,22000,Virginia
459048,20,9,11881,45001,1997,22000,Virginia
333601,19,10,11933,46430,2017,22000,Virginia
1050534,5,3,2309,7260,2002,22002,Virginia
529680,15,6,15154,50975,1954,22004,Virginia
1387493,11,5,18365,39263,1994,22005,Virginia
1040424,10,5,4377,9376,2009,22004,Virginia
1998979,11,6,19647,27023,1971,22000,Virginia
1518945,16,8,14959,27073,1975,22005,Virginia
1822088,7,1,3931,5549,1968,22000,Virginia
1928512,17,9,18555,45483,1955,22005,Virginia
853046,16,9,17348,62459,2006,22002,Virginia
1148579,5,2,1590,2622,1974,22002,Virginia
1785082,11,6,15606,38234,1962,22004,Virginia
864842,4,2,2325,2933,1979,22002,Virginia
1210388,16,8,12225,15019,2003,22002,Virginia
1328052,7,4,5972,6809,2018,22003,Virginia
1024427,17,7,18452,71422,1997,22000,Virginia
1774598,16,9,17773,38676,1954,22004,Virginia
799653,19,8,9131,29340,2013,22000,Virginia
1296415,19,8,14220,45537,1969,22005,Virginia
1036171,9,4,5690,22387,1993,22002,Virginia
988371,10,6,6257,16424,1998,22001,Virginia
952082,12,6,13706,45115,2008,22003,Virginia
345869,8,4,6505,23925,1955,22000,Virginia
1563609,3,1,1055,2468,1994,22000,Virginia
1350979,9,4,4186,8311,1951,22005,Virginia
731726,18,6,18426,33925,1981,22004,Virginia
898064,17,7,7228,8505,1992,22000,Virginia
1024642,7,4,3815,6498,1956,22003,Virginia
1984638,10,4,3395,11521,1986,22004,Virginia
1524681,5,2,2274,3027,2003,22002,Virginia
1866464,6,3,2480,9125,2016,22005,Virginia
1696388,7,5,6809,25713,1973,22000,Virginia
956313,9,3,4735,7592,1951,22003,Virginia
614528,10,6,6417,15204,1970,22003,Virginia
913226,11,6,13292,20798,2007,22005,Virginia
249324,3,1,854,1587,1959,22001,Virginia
1626596,16,9,10557,33839,2013,22003,Virginia
1914971,15,9,18056,24149,1996,22005,Virginia
1177134,11,5,17047,64618,1978,22001,Virginia
1199198,15,7,8507,9914,1974,22001,Virginia
961951,8,4,6700,9623,1954,22003,Virginia
1310571,19,10,10146,37044,2020,22003,Virginia
579705,16,9,8922,18357,1952,22005,Virginia
1763482,15,8,12492,26268,1975,22003,Virginia
226806,10,3,3614,8333,2022,22003,Virginia
1743922,10,5,3923,13722,1996,22002,Virginia
1143969,20,10,10119,34961,1954,22004,Virginia
998814,8,3,3554,6633,2017,22000,Virginia
922449,14,6,8986,15073,1992,22000,Virginia
1118651,12,6,15751,52569,2022,22001,Virginia
488488,9,4,3038,6839,1992,22003,Virginia
963625,17,8,16933,39201,1962,22003,Virginia
1593379,11,5,12217,16263,1974,22000,Virginia
1605139,12,6,12972,46952,2017,22005,Virginia
729260,5,4,2380,3988,1963,22001,Virginia
1317704,18,7,8160,20491,1993,22000,Virginia
825573,10,5,4439,16484,1990,22002,Virginia
914086,20,8,19077,20253,1999,22003,Virginia
703091,2,1,784,2683,2004,22005,Virginia
551217,9,3,5974,13799,1960,22003,Virginia
1987881,20,9,16944,48792,1981,22001,Virginia
1960147,3,1,1065,2704,1961,22000,Virginia
679570,13,7,11271,20047,2002,22002,Virginia
1945191,17,7,13894,30450,1967,22000,Virginia
1849551,16,10,13750,45778,2012,22005,Virginia
1802079,9,5,6344,18787,1951,22002,Virginia
354103,15,6,7054,25735,1989,22002,Virginia
429980,3,1,963,2489,1960,22002,Virginia
1608161,15,8,17904,62112,2008,22000,Virginia
806076,1,1,906,3444,1956,22001,Virginia
1275267,6,3,1503,5340,2003,22001,Virginia
263590,19,9,9313,11020,1969,22002,Virginia
183709,6,4,2865,5428,1965,22003,Virginia
1094917,2,1,1418,5559,2010,22005,Virginia
184564,10,5,4703,8243,1952,22001,Virginia
908219,1,1,1403,2827,1969,22004,Virginia
705875,11,6,18486,47994,1985,22002,Virginia
950376,1,1,776,2829,2018,22001,Virginia
1983759,12,5,11856,14675,1985,22001,Virginia
953228,3,1,583,1453,1972,22002,Virginia
1876690,1,1,1146,2330,2017,22005,Virginia
188388,16,9,17865,21628,1963,22005,Virginia
1633287,11,4,7945,11397,1993,22003,Virginia
128625,18,9,8034,12198,1987,22004,Virginia
1855777,7,4,5977,9186,2007,22000,Virginia
798444,1,1,1109,3376,1956,22002,Virginia
460045,15,6,8448,9687,2011,22000,Virginia
952320,15,9,14971,37544,2009,22005,Virginia
968581,8,4,3590,4410,1976,22000,Virginia
1810923,14,4,13662,14970,1991,22001,Virginia
597544,3,1,917,2233,1971,22000,Virginia
1325567,5,2,1815,3209,1951,22000,Virginia
940324,20,10,14205,16952,1965,22002,Virginia
1040639,3,1,1212,2995,1993,22004,Virginia
899394,14,7,17587,68633,1983,22000,Virginia
1570651,17,7,11260,43611,1972,22003,Virginia
696568,11,5,13770,47109,2017,22005,Virginia
305846,6,2,2099,6367,1950,22005,Virginia
1752736,3,2,1290,4204,1954,22003,Virginia
1475431,16,8,17308,32936,1978,22001,Virginia
331808,11,5,13518,45745,1983,22001,Virginia
662434,1,1,948,2688,1990,22005,Virginia
1438941,13,5,11617,25818,2018,22004,Virginia
464922,18,9,13566,24089,1954,22003,Virginia
1783772,1,1,1078,2104,1959,22003,Virginia
1021627,1,1,1330,2890,2003,22003,Virginia
589893,11,6,15484,58216,1983,22002,Virginia
1036190,10,4,4974,8753,2005,22003,Virginia
446418,19,9,8038,13810,2021,22002,Virginia
1833188,3,1,671,2240,2009,22001,Virginia
107457,19,8,10610,16551,2002,22001,Virginia
1133092,9,5,5718,22140,1982,22004,Virginia
1565298,17,9,10541,12765,1984,22003,Virginia
845604,3,1,735,2648,1979,22002,Virginia
1850848,18,10,16708,18593,1997,22003,Virginia
1398925,16,9,14760,23725,1982,22002,Virginia
1430627,9,7,4715,12896,1976,22005,Virginia
1412193,18,10,9404,22478,1993,22004,Virginia
1454015,10,3,3146,8324,1963,22005,Virginia
759294,13,7,15448,60621,2011,22001,Virginia
1654830,12,6,15210,47213,1977,22000,Virginia
403128,11,4,18909,43596,1986,22004,Virginia
901322,14,6,19180,35339,1991,22001,Virginia
849842,1,1,1426,5344,1978,22003,Virginia
818672,17,8,12355,17227,2004,22004,Virginia
167603,11,7,7610,9812,1974,22002,Virginia
247231,14,6,8735,33745,1993,22003,Virginia
494277,9,4,5643,8314,1986,22002,Virginia
1481450,10,5,6222,19000,1965,22000,Virginia
1367219,7,5,4499,14561,1994,22001,Virginia
1853390,17,10,18237,46424,1954,22002,Virginia
811813,8,3,6573,10862,1970,22001,Virginia
466457,16,6,8209,31029,1963,22003,Virginia
1574070,4,1,1881,5685,1963,22004,Virginia
1517010,17,7,18623,72743,1951,22001,Virginia
727219,17,9,12382,23341,1962,22005,Virginia
1865830,17,8,8771,12475,2002,22001,Virginia
1187758,20,9,12549,48714,1953,22004,Virginia
1545612,2,1,817,2553,2001,22005,Virginia
1316193,4,1,2197,6193,1977,22004,Virginia
1817190,8,5,5021,10466,1997,22000,Virginia
334769,4,1,1685,4202,1971,22005,Virginia
1863359,12,6,19264,75867,2010,22004,Virginia
722722,8,3,5889,7488,2012,22005,Virginia
1251881,19,9,7349,27965,1987,22004,Virginia
1251401,20,10,14572,35149,1966,22002,Virginia
1359102,10,5,5059,13225,2012,22000,Virginia
1728186,8,4,6325,18962,2012,22005,Virginia
1189691,11,5,9245,31374,1978,22004,Virginia
1310090,18,7,15810,60684,1989,22005,Virginia
740540,18,9,17608,65797,1971,22000,Virginia
402375,10,5,5070,10040,1975,22002,Virginia
1701233,14,8,15551,57725,2009,22005,Virginia
1760242,16,7,8513,29808,2021,22002,Virginia
918241,17,7,17129,38476,1973,22002,Virginia
405907,17,10,13798,18492,1959,22004,Virginia
977612,10,5,3438,7737,1986,22000,Virginia
1111193,9,5,4635,12752,2007,22003,Virginia
946998,9,3,4509,15375,1961,22004,Virginia
580755,19,8,18092,30549,1997,22003,Virginia
1872008,11,4,7695,15524,1953,22000,Virginia
1400487,16,7,17563,50024,2002,22000,Virginia
1050697,9,3,4881,5503,2003,22004,Virginia
626599,11,5,8432,25001,1950,22004,Virginia
162218,13,6,7174,9936,1985,22002,Virginia
1643904,8,5,4094,11946,1965,22003,Virginia
691230,11,5,11789,31648,1999,22003,Virginia
558198,9,5,3701,13199,2000,22002,Virginia
658203,7,4,4492,10235,1988,22001,Virginia
1334275,13,4,10235,39971,2010,22005,Virginia
845707,15,8,18385,68059,1972,22001,Virginia
846319,6,3,1784,2476,1979,22002,Virginia
426015,4,1,2245,5854,1981,22005,Virginia
860571,12,6,15457,55250,1979,22003,Virginia
545226,13,5,14410,38590,1988,22004,Virginia
1397783,12,5,13321,36345,1973,22002,Virginia
1253277,4,1,2967,5406,2012,22000,Virginia
142260,1,1,1041,2904,2004,22004,Virginia
908456,1,1,921,3518,1981,22000,Virginia
881197,9,4,6990,12064,1996,22002,Virginia
1186404,10,5,5715,22689,2005,22003,Virginia
1974259,8,3,4226,6740,1999,22004,Virginia
888418,16,7,7815,20601,1988,22002,Virginia
1803458,6,3,2432,3946,2015,22001,Virginia
1258526,8,3,4516,10808,2015,22005,Virginia
903865,18,9,13487,16484,1965,22002,Virginia
1004739,16,6,9390,30354,1963,22001,Virginia
1650713,8,1,4288,7392,1950,22005,Virginia
293209,8,6,5248,19078,1996,22005,Virginia
1354605,3,1,1131,3882,2003,22003,Virginia
1758038,5,1,1556,5582,1954,22005,Virginia
1086913,3,1,1484,4638,2007,22004,Virginia
507276,13,7,8288,31170,2021,22003,Virginia
1430866,17,10,10176,14950,2015,22004,Virginia
1170996,11,4,16031,62595,1999,22005,Virginia
1435850,7,4,5920,14851,1975,22004,Virginia
1971251,14,7,7752,14613,1986,22000,Virginia
646487,4,2,3000,7790,1984,22002,Virginia
1501792,1,1,1181,2673,1975,22002,Virginia
1855324,11,5,11719,37154,1994,22004,Virginia
1979408,16,7,11713,13314,1982,22004,Virginia
1879597,9,4,6986,24781,1988,22000,Virginia
987910,9,4,6724,23672,1951,22004,Virginia
875590,2,1,820,2311,1971,22005,Virginia
1482443,3,1,1234,4597,1999,22000,Virginia
1884235,16,7,18220,54671,1963,22001,Virginia
469999,10,6,3888,12416,2006,22004,Virginia
1660812,6,2,1622,5413,1968,22004,Virginia
1551657,1,1,561,1116,1960,22002,Virginia
1381315,12,4,15797,50353,1981,22004,Virginia
444409,14,7,12944,22806,1992,22001,Virginia
1016115,4,1,2843,3970,1955,22005,Virginia
1283431,12,7,8455,33501,2013,22004,Virginia
1985718,15,6,14196,56579,1996,22005,Virginia
1114754,12,6,12774,41579,1989,22002,Virginia
1347026,18,8,10529,29367,1959,22001,Virginia
1899113,20,10,14736,16912,1973,22005,Virginia
366786,10,4,3958,11062,1958,22004,Virginia
1918637,4,4,2897,5359,1972,22001,Virginia
208746,17,9,12599,21292,1965,22005,Virginia
1270851,16,7,18418,51398,1975,22003,Virginia
1094743,11,6,15454,18307,2021,22004,Virginia
1431996,6,3,1603,2364,1950,22000,Virginia
618661,15,8,17396,24807,2008,22001,Virginia
191239,20,9,16252,54678,1988,22000,Virginia
1974694,14,6,18715,66225,2018,22001,Virginia
1695301,18,8,15198,29529,1992,22003,Virginia
537276,10,4,3153,9817,1991,22004,Virginia
1924345,12,4,16981,38202,1963,22001,Virginia
1183854,13,5,12784,26750,1954,22001,Virginia
1333652,4,1,2864,3703,1955,22005,Virginia
679760,8,4,5626,13382,2013,22005,Virginia
1612458,2,1,1260,2117,1966,22005,Virginia
185554,19,9,15860,54902,1953,22001,Virginia
675991,6,3,1950,7532,2006,22003,Virginia
680354,5,1,2352,8392,2020,22004,Virginia
122201,7,3,5050,14870,2021,22002,Virginia
1717008,18,7,9489,29473,1985,22000,Virginia
737842,6,2,2136,3500,2017,22005,Virginia
386380,11,6,19229,50588,1955,22001,Virginia
1010223,9,4,3990,11376,1995,22003,Virginia
1414349,4,3,2398,6705,1955,22003,Virginia
1994107,12,8,17911,32942,2010,22000,Virginia
286918,12,5,17448,61797,1950,22001,Virginia
987033,19,8,18870,74377,2003,22004,Virginia
1163424,20,8,18612,60637,1962,22005,Virginia
1592474,2,1,1051,3620,2008,22000,Virginia
1238721,15,6,17360,30636,1998,22002,Virginia
609489,18,8,10621,28203,2011,22003,Virginia
506115,2,1,1365,4732,2011,22003,Virginia
1472483,2,1,1376,2813,1962,22001,Virginia
1596346,7,3,3931,13001,1994,22004,Virginia
1643964,3,1,1176,2431,2011,22003,Virginia
1859735,17,8,17637,47837,1967,22004,Virginia
1166725,18,9,10139,21315,1958,22003,Virginia
195111,19,9,18672,60588,1970,22003,Virginia
366552,2,1,1435,2180,2008,22003,Virginia
705370,9,5,4228,11029,1996,22005,Virginia
347093,20,10,18398,52413,1969,22001,Virginia
1984315,16,8,15073,59870,1971,22001,Virginia
1386215,2,1,643,2240,2004,22002,Virginia
1640923,17,10,15049,46904,1951,22005,Virginia
1948084,2,2,541,1328,1979,22005,Virginia
110357,14,6,9233,23133,2010,22000,Virginia
415914,3,1,843,3038,1986,22004,Virginia
114630,20,9,11451,17100,1952,22004,Virginia
1653787,18,8,13263,27716,2016,22005,Virginia
782977,15,6,8512,14834,1952,22003,Virginia
1973673,7,2,4118,15996,2004,22003,Virginia
1388981,20,9,14808,40358,1996,22003,Virginia
823481,1,1,1327,1998,1952,22000,Virginia
1406618,6,2,2149,8166,2019,22005,Virginia
145509,1,1,837,1610,2017,22000,Virginia
1747033,14,5,14597,51493,2003,22001,Virginia
979977,20,7,12695,21079,2001,22002,Virginia
1545821,10,4,4536,8153,1982,22005,Virginia
382230,5,2,1687,6587,2019,22002,Virginia
405064,17,8,17006,41224,1993,22002,Virginia
1875945,8,3,6290,9255,2003,22005,Virginia
1570983,14,5,18240,59601,1969,22002,Virginia
656592,1,1,1130,2084,2007,22001,Virginia
1402268,11,3,15294,35973,2008,22004,Virginia
1351798,2,1,1263,2337,1973,22005,Virginia
208070,9,5,3918,9927,1952,22000,Virginia
1115943,6,3,1793,4892,1958,22002,Virginia
1865536,15,7,14901,35502,1978,22005,Virginia
1957946,19,8,13884,18170,1958,22000,Virginia
1633878,16,7,8650,9741,1977,22005,Virginia
252222,10,6,6904,22345,1974,22004,Virginia
946180,20,8,14860,26500,2004,22002,Virginia
789161,12,5,17852,28360,2010,22004,Virginia
1290856,6,1,2277,5329,1952,22005,Virginia
1349520,11,6,9051,20970,1990,22000,Virginia
1611119,6,2,2022,5980,1962,22004,Virginia
600476,17,7,18058,25378,1963,22003,Virginia
1377798,19,10,12491,18420,2006,22003,Virginia
1772930,8,5,3681,13722,2017,22002,Virginia
772134,12,6,7030,26371,1977,22003,Virginia
899787,2,1,751,2352,2020,22000,Virginia
1586489,17,8,11750,33689,2005,22005,Virginia
1519911,5,2,2438,4343,2015,22003,Virginia
1883305,20,9,10270,15359,1996,22004,Virginia
1602466,10,5,3527,4540,2014,22005,Virginia
1271644,11,4,12743,22774,1970,22004,Virginia
827474,15,7,8872,23026,1970,22000,Virginia
1230122,7,2,5949,12742,1999,22002,Virginia
111433,16,7,15244,56687,1958,22000,Virginia
115126,20,10,10569,13706,1953,22003,Virginia
1995475,17,10,11955,13275,2003,22002,Virginia
720621,20,9,10878,12773,1980,22005,Virginia
1915061,1,1,1276,2195,2001,22003,Virginia
936751,9,3,3840,13912,2019,22002,Virginia
358398,9,6,5026,13965,1956,22001,Virginia
764288,17,6,12429,23123,1950,22005,Virginia
1563307,20,10,11883,20249,1999,22004,Virginia
1492825,7,3,4749,6084,1972,22004,Virginia
1634957,4,2,2244,6243,1999,22000,Virginia
1947949,12,5,11160,31995,1968,22004,Virginia
688909,14,6,11343,17248,2008,22002,Virginia
136459,2,1,794,1492,2008,22000,Virginia
603786,2,1,1369,5181,1964,22004,Virginia
1676435,20,9,9905,17640,1953,22001,Virginia
857590,16,9,19032,49443,2010,22005,Virginia
1351183,7,2,5081,19696,1959,22002,Virginia
930184,10,6,5274,8552,2012,22000,Virginia
1477251,7,4,4842,17570,1967,22004,Virginia
1606743,6,4,1778,6289,2001,22005,Virginia
356829,5,2,2638,8997,2019,22002,Virginia
1450076,9,4,4427,5386,1991,22002,Virginia
120465,3,1,1178,4021,1955,22004,Virginia
1343715,15,9,12809,19966,1953,22004,Virginia
820533,19,7,8684,27563,1955,22000,Virginia
1374600,20,9,7285,23969,1957,22002,Virginia
1635019,17,8,8386,28281,1952,22000,Virginia
124879,12,6,13371,16952,1967,22002,Virginia
1089367,1,3,1001,3982,1977,22004,Virginia
1161988,2,2,1371,1966,1980,22005,Virginia
800950,4,1,2878,4064,2013,22002,Virginia
1482306,7,2,5167,10227,2001,22005,Virginia
1419077,17,7,17707,61260,2018,22004,Virginia
788799,15,7,16789,37115,1964,22002,Virginia
1637156,9,5,6582,15143,2001,22000,Virginia
1655623,16,8,17885,42931,1975,22005,Virginia
1038733,12,5,15503,61389,1969,22001,Virginia
1906245,7,2,5307,12124,1991,22001,Virginia
1823179,4,1,2376,3353,1954,22002,Virginia
1240045,7,5,6826,21137,1970,22002,Virginia
1954841,11,4,14967,47770,1972,22004,Virginia
879845,6,2,2384,7129,1994,22002,Virginia
950118,8,3,3304,4316,1971,22002,Virginia
112483,8,3,3194,8428,2006,22002,Virginia
1902775,2,1,865,1430,1961,22005,Virginia
946414,5,2,2501,8837,1959,22002,Virginia
1134581,17,7,9412,20336,1975,22002,Virginia
406166,5,2,1701,3798,1968,22002,Virginia
1427125,9,3,3021,5449,1980,22005,Virginia
553134,13,5,16728,64489,1962,22000,Virginia
1432308,14,6,11586,23877,2018,22002,Virginia
1475177,19,9,10768,32759,1984,22002,Virginia
281597,14,7,11950,15567,1975,22001,Virginia
406792,18,6,8026,29591,1978,22003,Virginia
1412601,5,2,2523,4800,1978,22001,Virginia
1312949,7,3,6315,15708,2014,22003,Virginia
460958,14,6,17598,58727,1955,22002,Virginia
1351072,3,1,638,1564,1991,22002,Virginia
882692,2,1,634,2311,1978,22004,Virginia
825769,3,1,536,1744,1953,22001,Virginia
642555,7,3,3757,8299,1998,22002,Virginia
1541431,14,7,16927,36421,1980,22005,Virginia
237906,2,1,1467,2420,1960,22001,Virginia
1548668,17,7,9575,15363,1979,22004,Virginia
1674221,13,4,18974,35595,1957,22002,Virginia
438775,12,7,12098,45426,1987,22005,Virginia
186887,13,5,13306,17879,2020,22000,Virginia
686428,9,3,5677,12626,2008,22005,Virginia
1669367,16,8,9576,25130,2015,22004,Virginia
790788,15,9,11180,15085,1951,22003,Virginia
760073,20,10,17868,54191,1979,22001,Virginia
1255038,17,8,13217,40161,1962,22002,Virginia
1300928,14,7,11242,25865,2004,22005,Virginia
499557,9,5,4059,5200,1992,22000,Virginia
167936,5,1,2802,8191,1962,22002,Virginia
322334,17,7,16615,25606,1979,22005,Virginia
1699516,2,3,1335,2330,2006,22003,Virginia
251361,9,3,6854,8598,2016,22002,Virginia
677651,18,10,8508,27262,1973,22003,Virginia
862071,20,10,17660,41196,1972,22003,Virginia
105089,1,1,885,2995,1961,22003,Virginia
902096,18,9,18219,68203,1955,22002,Virginia
1934712,10,5,4980,11328,1982,22001,Virginia
1992307,20,8,15782,56704,1971,22001,Virginia
656245,12,7,14891,30700,1974,22004,Virginia
184957,8,3,5767,10619,1977,22003,Virginia
635145,4,1,2955,7907,1951,22000,Virginia
1472835,1,1,804,1973,1967,22002,Virginia
276404,4,1,2547,5811,2013,22002,Virginia
662570,10,5,4676,13469,2007,22001,Virginia
